putanja_slike,labela
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_367.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_368.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_369.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_370.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_371.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_372.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_373.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_374.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_375.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_376.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_377.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_378.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_379.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_380.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_381.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_382.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_383.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_384.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_385.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_386.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_387.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_388.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_389.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_390.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_391.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_392.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_393.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_394.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_395.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_396.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_397.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_398.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_399.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_400.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_401.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_402.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_403.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_404.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_405.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_406.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_407.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_408.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_409.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_410.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_411.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_412.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_413.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_414.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_415.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_416.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_417.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_418.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_419.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_420.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_421.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_422.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_423.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_424.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_425.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_426.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_427.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_428.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_429.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_430.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_431.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_432.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_433.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_434.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_435.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_436.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_437.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_438.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_439.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_440.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_441.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_442.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_443.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_444.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_445.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_446.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_447.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_448.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_449.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_450.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_451.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_452.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_453.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_454.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_455.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_456.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_457.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_458.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_459.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_460.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_461.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_462.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_463.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_464.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_465.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_466.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_467.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_468.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_469.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_470.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_471.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_472.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_473.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_474.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_475.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_476.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_477.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_478.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_479.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_480.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_481.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_482.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_483.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_484.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_485.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_486.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_487.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_488.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_489.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_490.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_491.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_492.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_493.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_494.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_495.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_496.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_497.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_498.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_499.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_500.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_501.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_502.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_503.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_504.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_505.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_506.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_507.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_508.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_509.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_510.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_511.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_512.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_513.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_514.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_515.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_516.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_517.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_518.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_519.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_520.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_521.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_522.jpg,2
